transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome,blast_ara
tr_2172,Module_56,0.753571429,Phvul.007G069900,coding,GLYMA20G29780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G069900,
tr_2849,Module_56,-0.753571429,Phvul.004G000100,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G000100,None
tr_21869,Module_56,-0.757142857,Phvul.003G262300,coding,GLYMA02G05500.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G262300,| Symbols:  | zinc finger (Ran-binding) family protein | chr2:7822238-7823970 REVERSE LENGTH=268
tr_25820,Module_56,-0.757142857,Phvul.008G008600,noncoding,GLYMA18G53090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G008600,None
tr_3301,Module_56,-0.760714286,Phvul.002G187200,coding,GLYMA08G09520.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G187200,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plasma membrane, mitochondrial respiratory chain complex I, respiratory chain complex I; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:10888529-10889500 REVERSE LENGTH=81"
tr_26641,Module_56,-0.760714286,Phvul.002G087200,coding,GLYMA17G20420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G087200,| Symbols:  | RNA-directed DNA polymerase (reverse transcriptase)-related family protein | chr3:8789471-8793208 FORWARD LENGTH=746
tr_8287,Module_56,-0.767857143,Phvul.002G187500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G187500,None
tr_24950,Module_56,-0.767857143,Phvul.007G253700,coding,GLYMA02G31440.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G253700,| Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:22068033-22070588 REVERSE LENGTH=320
tr_8503,Module_56,-0.775,Phvul.009G092000,noncoding,GLYMA17G32100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G092000,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr5:19036437-19036820 REVERSE LENGTH=127
tr_13342,Module_56,-0.775,Phvul.010G016700,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G016700,None
tr_2105,Module_56,-0.778571429,Phvul.007G069900,coding,GLYMA20G29780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G069900,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr1:20791817-20793250 REVERSE LENGTH=477
tr_18292,Module_56,-0.782142857,Phvul.011G066400,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G066400,None
tr_17275,Module_56,-0.785714286,Phvul.004G019500,coding,GLYMA13G04460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G019500,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:18006385-18007203 FORWARD LENGTH=153
tr_25264,Module_56,-0.792857143,Phvul.009G023100,coding,GLYMA04G01350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G023100,| Symbols: APL4 | Glucose-1-phosphate adenylyltransferase family protein | chr2:9239362-9242150 FORWARD LENGTH=523
tr_7275,Module_56,-0.796428571,Phvul.010G162300,coding,GLYMA07G02510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G162300,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G25225.1). | chr2:15023084-15023254 REVERSE LENGTH=56
tr_24623,Module_56,-0.8,Phvul.007G242900,coding,GLYMA02G18620.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G242900,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr3:20502653-20503730 FORWARD LENGTH=279
tr_19386,Module_56,-0.800715244,Phvul.009G189500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G189500,None
tr_14570,Module_56,-0.807142857,Phvul.003G136200,coding,GLYMA17G06200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G136200,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:17536133-17537515 REVERSE LENGTH=309
tr_25487,Module_56,-0.825,Phvul.006G182000,coding,GLYMA13G30860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G182000,| Symbols: HB-1 | homeobox-1 | chr1:9979936-9987460 FORWARD LENGTH=1705
tr_8458,Module_56,-0.857142857,Phvul.001G206200,coding,GLYMA19G39780.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G206200,| Symbols: emb1644 | Small nuclear ribonucleoprotein family protein | chr5:9815904-9817304 FORWARD LENGTH=129
tr_22415,Module_56,-0.867857143,Phvul.003G060000,coding,GLYMA07G09780.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G060000,| Symbols:  | unknown protein; Has 15 Blast hits to 15 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:6355711-6355984 FORWARD LENGTH=67
tr_24854,Module_56,-0.875,Phvul.002G003700,coding,GLYMA01G40940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G003700,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 72 Blast hits to 72 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:22105853-22106146 REVERSE LENGTH=97"
tr_1572,Module_56,-0.895442717,Phvul.010G146400,coding,GLYMA08G21640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G146400,None
tr_18496,Module_57,0.864285714,Phvul.007G257500,coding,GLYMA10G12060.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G257500,"| Symbols: CYP93D1 | cytochrome P450, family 93, subfamily D, polypeptide 1 | chr5:2136160-2137925 REVERSE LENGTH=507"
tr_20363,Module_57,0.825,Phvul.002G246400,coding,GLYMA05G29940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G246400,| Symbols: AGD13 | ARF-GAP domain 13 | chr4:2720772-2722679 REVERSE LENGTH=336
tr_97,Module_57,0.813226419,Phvul.008G048200,coding,GLYMA18G48450.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G048200,| Symbols:  | Mitochondrial transcription termination factor family protein | chr3:6508515-6509339 REVERSE LENGTH=274
tr_11425,Module_57,0.798927933,Phvul.002G039500,coding,GLYMA11G01320.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G039500,"| Symbols:  | NADH:ubiquinone oxidoreductase, 17.2kDa subunit | chr3:705564-707578 REVERSE LENGTH=159"
tr_20112,Module_57,0.796428571,Phvul.007G186900,coding,GLYMA10G30340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G186900,| Symbols:  | CONTAINS InterPro DOMAIN/s: EGF-like (InterPro:IPR006210); Has 259 Blast hits to 234 proteins in 55 species: Archae - 0; Bacteria - 0; Metazoa - 184; Fungi - 0; Plants - 69; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink). | chr4:8462720-8464326 REVERSE LENGTH=212
tr_26277,Module_57,0.796428571,Phvul.001G053700,coding,GLYMA17G31070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G053700,| Symbols:  | FAD/NAD(P)-binding oxidoreductase family protein | chr5:3617342-3618861 REVERSE LENGTH=408
tr_531,Module_57,0.789285714,Phvul.011G011800,coding,GLYMA12G01170.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G011800,"| Symbols: SMT1, CPH | sterol methyltransferase 1 | chr5:4424048-4426866 REVERSE LENGTH=336"
tr_3133,Module_57,-0.785714286,Phvul.002G025600,coding,GLYMA13G44830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G025600,| Symbols: HCT | hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase | chr5:19836654-19838092 REVERSE LENGTH=433
tr_10215,Module_57,-0.785714286,Phvul.007G215300,coding,GLYMA10G01740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G215300,| Symbols:  | transcription coactivators | chr4:935191-940191 FORWARD LENGTH=1329
tr_13534,Module_57,-0.785714286,Phvul.003G152300,coding,GLYMA17G07740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G152300,| Symbols: GAE1 | UDP-D-glucuronate 4-epimerase 1 | chr4:14881976-14883265 REVERSE LENGTH=429
tr_22429,Module_57,-0.785714286,Phvul.001G260500,coding,GLYMA18G01150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G260500,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleolus; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; Has 2922 Blast hits to 2454 proteins in 263 species: Archae - 0; Bacteria - 57; Metazoa - 1043; Fungi - 654; Plants - 388; Viruses - 11; Other Eukaryotes - 769 (source: NCBI BLink). | chr1:8624192-8626179 FORWARD LENGTH=377
tr_7801,Module_57,-0.789285714,Phvul.005G168000,coding,GLYMA15G01850.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G168000,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G15260.1); Has 26 Blast hits to 26 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:5451864-5452316 REVERSE LENGTH=150
tr_16569,Module_57,-0.789285714,Phvul.009G174700,coding,GLYMA06G18800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G174700,| Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr1:26621168-26621608 REVERSE LENGTH=146
tr_16844,Module_57,-0.792857143,Phvul.007G090300,coding,GLYMA20G31630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G090300,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465
tr_20654,Module_57,-0.796428571,Phvul.008G000900,coding,GLYMA08G47690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G000900,| Symbols:  | unknown protein; Has 16 Blast hits to 16 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 16; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:9527956-9528814 REVERSE LENGTH=81
tr_23498,Module_57,-0.796428571,Phvul.009G063200,coding,GLYMA06G04100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G063200,"| Symbols: ATRBP47B, RBP47B | RNA-binding protein 47B | chr3:6611398-6613823 REVERSE LENGTH=435"
tr_25018,Module_57,-0.796428571,Phvul.003G130400,coding,GLYMA13G17050.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G130400,| Symbols:  | Protein kinase superfamily protein | chr2:2287514-2289270 REVERSE LENGTH=462
tr_16553,Module_57,-0.796428717,Phvul.001G192100,coding,GLYMA19G38220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G192100,| Symbols:  | Vacuolar protein sorting 55 (VPS55) family protein | chr3:3628801-3629885 REVERSE LENGTH=113
tr_15828,Module_57,-0.8,Phvul.009G034400,coding,GLYMA04G10550.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G034400,"| Symbols: PUP1, ATPUP1 | purine permease 1 | chr1:9862200-9864554 REVERSE LENGTH=356"
tr_1374,Module_57,-0.803571429,Phvul.003G157100,coding,GLYMA17G08300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G157100,| Symbols: LRL1 | LJRHL1-like 1 | chr2:10319646-10322177 REVERSE LENGTH=350
tr_5869,Module_57,-0.803571429,Phvul.011G182100,coding,GLYMA15G36190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G182100,| Symbols:  | Ribosomal L5P family protein | chr5:18565281-18566496 REVERSE LENGTH=182
tr_12956,Module_57,-0.803571429,Phvul.008G241500,coding,GLYMA02G40720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G241500,| Symbols: PSY | PHYTOENE SYNTHASE | chr5:5659839-5662087 REVERSE LENGTH=422
tr_13231,Module_57,-0.807142857,Phvul.010G090300,coding,GLYMA07G08340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G090300,"| Symbols: HDG1, HD-GL2-1 | homeodomain GLABROUS 1 | chr3:22630769-22634875 FORWARD LENGTH=808"
tr_23671,Module_57,-0.807142857,Phvul.002G183800,coding,GLYMA05G26880.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G183800,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr4:15995701-15998673 REVERSE LENGTH=990
tr_9737,Module_57,-0.817857143,Phvul.003G155100,coding,GLYMA02G36660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G155100,| Symbols: SKIP1 | SKP1 interacting partner 1 | chr5:23449916-23450915 REVERSE LENGTH=300
tr_12608,Module_57,-0.817857143,Phvul.009G141700,coding,GLYMA14G38950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G141700,| Symbols:  | Ribosomal protein S26e family protein | chr3:20892309-20893343 REVERSE LENGTH=130
tr_22778,Module_57,-0.821428571,Phvul.006G099500,coding,GLYMA19G43190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G099500,| Symbols:  | Ribosomal protein S24e family protein | chr3:1360989-1362065 FORWARD LENGTH=133
tr_13625,Module_57,-0.825,Phvul.003G241700,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G241700,None
tr_19952,Module_57,-0.825,Phvul.001G002400,coding,GLYMA07G34130.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G002400,| Symbols:  | Tetrapyrrole (Corrin/Porphyrin) Methylases | chr4:15377479-15378530 FORWARD LENGTH=277
tr_4312,Module_57,-0.828571429,Phvul.006G093300,coding,GLYMA03G39920.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G093300,"| Symbols: CAX11, ATCAX11 | cation exchanger 11 | chr1:2879698-2881877 FORWARD LENGTH=546"
tr_21772,Module_57,-0.835714286,Phvul.011G149900,coding,GLYMA06G39800.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G149900,| Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3822171-3822899 REVERSE LENGTH=242
tr_10966,Module_57,-0.839285714,Phvul.002G299500,coding,GLYMA13G43740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G299500,| Symbols: CENP-C | centromere protein C | chr1:5381230-5385057 FORWARD LENGTH=705
tr_7677,Module_57,-0.84868309,Phvul.011G024400,coding,GLYMA11G10200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G024400,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 26 Blast hits to 26 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:7839135-7839431 REVERSE LENGTH=69
tr_4365,Module_57,-0.857142857,Phvul.006G155200,coding,GLYMA17G02200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G155200,| Symbols:  | Ribosomal protein S8 family protein | chr5:24112499-24113084 REVERSE LENGTH=130
tr_5705,Module_57,-0.860714286,Phvul.001G029800,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G029800,
tr_4588,Module_57,-0.864285714,Phvul.006G062000,coding,GLYMA08G45010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G062000,None
tr_8140,Module_57,-0.864285714,Phvul.003G159100,noncoding,GLYMA15G24650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G159100,| Symbols:  | Ribosomal protein L39 family protein | chr4:15469931-15470366 FORWARD LENGTH=51
tr_6014,Module_57,-0.867857143,Phvul.011G030900,coding,GLYMA11G10820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G030900,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr4:6564297-6566402 FORWARD LENGTH=597
tr_239,Module_57,-0.871428571,Phvul.002G106000,coding,GLYMA01G36840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G106000,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr3:19049853-19051445 REVERSE LENGTH=530
tr_12380,Module_57,-0.910714286,Phvul.007G013600,coding,GLYMA10G43360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G013600,| Symbols:  | Calcium-binding EF hand family protein | chr5:2780976-2782961 REVERSE LENGTH=391
tr_5185,Module_58,0.810041045,Phvul.002G139600,coding,GLYMA01G21710.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G139600,| Symbols:  | DNAse I-like superfamily protein | chr1:15432576-15434674 REVERSE LENGTH=426
tr_168,Module_58,0.778571429,Phvul.011G006200,coding,GLYMA12G00810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G006200,"| Symbols: COP8, FUS4, EMB134, COP14, CSN4, FUS8, ATS4 | Proteasome component (PCI) domain protein | chr5:17237470-17240649 REVERSE LENGTH=397"
tr_14009,Module_58,0.777181473,Phvul.002G045500,coding,GLYMA11G00790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045500,None
tr_16124,Module_58,0.764285714,Phvul.008G207900,coding,GLYMA14G04610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G207900,| Symbols:  | Zinc-binding alcohol dehydrogenase family protein | chr5:16894087-16897450 FORWARD LENGTH=390
tr_24602,Module_58,0.749108754,Phvul.002G163300,coding,GLYMA11G02070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G163300,| Symbols: SEH1H | Transducin/WD40 repeat-like superfamily protein | chr1:23881582-23883073 FORWARD LENGTH=326
tr_15450,Module_58,-0.746428571,Phvul.008G254200,coding,GLYMA07G02340.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G254200,| Symbols:  | Pyridoxamine 5'-phosphate oxidase family protein | chr1:19119900-19121859 REVERSE LENGTH=392
tr_18938,Module_58,-0.746428571,Phvul.002G051100,noncoding,GLYMA19G32690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G051100,| Symbols:  | Ribosomal protein S10p/S20e family protein | chr5:25021388-25022235 REVERSE LENGTH=124
tr_1572,Module_58,-0.74888323,Phvul.010G146400,coding,GLYMA08G21640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G146400,None
tr_6947,Module_58,-0.75,Phvul.003G120800,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G120800,
tr_2604,Module_58,-0.753571429,Phvul.001G081500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G081500,None
tr_22841,Module_58,-0.759607095,Phvul.003G156500,coding,GLYMA17G08210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G156500,| Symbols:  | BTB/POZ domain with WD40/YVTN repeat-like protein | chr4:15055149-15056474 FORWARD LENGTH=441
tr_2230,Module_58,-0.760714286,Phvul.009G203400,coding,GLYMA06G22650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G203400,"| Symbols: AGL8, FUL | AGAMOUS-like 8 | chr5:24502736-24506013 REVERSE LENGTH=242"
tr_24011,Module_58,-0.760714286,Phvul.001G249900,coding,GLYMA18G02330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G249900,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr5:3144254-3145643 FORWARD LENGTH=279
tr_24116,Module_58,-0.760714286,Phvul.007G146200,coding,GLYMA10G02310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G146200,| Symbols:  | complex 1 family protein / LVR family protein | chr3:23227763-23228180 FORWARD LENGTH=106
