transcript,met_module,cor,gene_id,region_soy,blast_soy,blast_ara,Phytozome_link
tr_13077,Module_43,0.814285714,Phvul.006G070300,coding,GLYMA08G44810.1,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr5:17620830-17621868 FORWARD LENGTH=195,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G070300
tr_5751,Module_43,0.807142857,Phvul.005G110500,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110500
tr_25806,Module_43,0.807142857,Phvul.005G151100,coding,GLYMA07G38530.1,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:8473833-8475655 FORWARD LENGTH=239,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G151100
tr_1603,Module_43,0.803571429,Phvul.009G227900,coding,GLYMA15G19470.1,| Symbols:  | DENN (AEX-3) domain-containing protein | chr5:13742458-13747464 REVERSE LENGTH=765,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G227900
tr_7962,Module_43,0.803571429,Phvul.002G013900,coding,GLYMA01G39830.2,| Symbols: SRFR1 | Tetratricopeptide repeat (TPR)-like superfamily protein | chr4:17608623-17615534 REVERSE LENGTH=1052,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G013900
tr_23749,Module_43,0.803571429,Phvul.002G250000,coding,GLYMA08G13450.2,| Symbols:  | Phosphatidylinositol-4-phosphate 5-kinase family protein | chr1:22412452-22416498 REVERSE LENGTH=781,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G250000
tr_25811,Module_43,0.8,Phvul.009G230400,noncoding,GLYMA15G18790.1,"| Symbols: NRPB2, EMB1989, RPB2 | DNA-directed RNA polymerase family protein | chr4:11535684-11542200 REVERSE LENGTH=1188",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G230400
tr_13616,Module_43,0.796428571,Phvul.004G120300,coding,GLYMA17G10640.3,"| Symbols: ATUBC2, UBC2 | ubiquiting-conjugating enzyme 2 | chr2:774271-775149 FORWARD LENGTH=152",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G120300
tr_15291,Module_43,0.796428571,Phvul.007G148400,coding,GLYMA03G34160.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G54880.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:857179-857898 REVERSE LENGTH=98,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G148400
tr_4106,Module_43,0.792857143,Phvul.003G227600,coding,GLYMA17G16180.1,| Symbols:  | Plant invertase/pectin methylesterase inhibitor superfamily protein | chr5:19059565-19060089 REVERSE LENGTH=174,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G227600
tr_20363,Module_43,0.792857143,Phvul.002G246400,coding,GLYMA05G29940.1,| Symbols: AGD13 | ARF-GAP domain 13 | chr4:2720772-2722679 REVERSE LENGTH=336,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G246400
tr_10234,Module_43,0.789285714,Phvul.005G035100,coding,GLYMA11G16190.1,| Symbols:  | F-box family protein with WD40/YVTN repeat doamin | chr3:19301872-19304227 FORWARD LENGTH=433,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G035100
tr_4400,Module_43,0.785714286,Phvul.008G172200,noncoding,GLYMA06G11010.1,| Symbols:  | Integrase-type DNA-binding superfamily protein | chr1:7836245-7837030 FORWARD LENGTH=261,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G172200
tr_15821,Module_43,0.785714286,Phvul.002G264800,coding,GLYMA08G14980.1,"| Symbols: SK1, ATSK1 | shikimate kinase 1 | chr2:9351106-9352622 FORWARD LENGTH=276",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G264800
tr_20513,Module_43,0.785714286,Phvul.011G160500,coding,GLYMA06G34250.1,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:27511722-27514783 REVERSE LENGTH=666,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G160500
tr_25984,Module_43,0.782142857,Phvul.005G117800,coding,GLYMA12G31640.1,| Symbols:  | MD-2-related lipid recognition domain-containing protein / ML domain-containing protein | chr3:3724326-3725476 REVERSE LENGTH=153,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G117800
tr_8102,Module_43,0.778571429,Phvul.009G242900,coding,GLYMA09G05600.1,"| Symbols: ATAAH, AAH | allantoate amidohydrolase | chr4:10861548-10864529 FORWARD LENGTH=525",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G242900
tr_2145,Module_44,0.814285714,Phvul.005G106500,coding,GLYMA12G32910.1,"| Symbols: DFL2, GH3-10 | Auxin-responsive GH3 family protein | chr4:1497675-1499729 REVERSE LENGTH=591",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G106500
tr_3961,Module_44,0.796428571,Phvul.008G268200,coding,GLYMA14G02630.1,| Symbols: GGPS1 | geranylgeranyl pyrophosphate synthase 1 | chr4:17343513-17344628 FORWARD LENGTH=371,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G268200
tr_13388,Module_44,0.796428571,Phvul.010G090400,noncoding,GLYMA03G01870.1,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:307815-310298 REVERSE LENGTH=600,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G090400
tr_21605,Module_44,0.792857143,Phvul.005G120200,coding,GLYMA12G31380.1,"| Symbols: HDA08, HDA8, ATHDA8 | histone deacetylase 8 | chr1:2672527-2674469 FORWARD LENGTH=377",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G120200
tr_8886,Module_44,0.771428571,Phvul.004G139400,coding,GLYMA09G29470.1,| Symbols: STT3B | staurosporin and temperature sensitive 3-like b | chr1:12430000-12432985 FORWARD LENGTH=735,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G139400
tr_22042,Module_44,0.757142857,Phvul.002G086600,coding,GLYMA02G11780.1,| Symbols: IQD3 | IQ-domain 3 | chr3:19394441-19396196 FORWARD LENGTH=430,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G086600
tr_26437,Module_44,0.757142857,Phvul.001G235300,coding,GLYMA18G04000.1,| Symbols: GN | sec7 domain-containing protein | chr1:4789587-4794397 FORWARD LENGTH=1451,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G235300
tr_14422,Module_44,0.746428571,Phvul.011G003000,coding,GLYMA09G36900.4,| Symbols: AMK2 | adenosine monophosphate kinase | chr5:19375488-19378058 FORWARD LENGTH=283,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G003000
tr_22432,Module_44,0.746428571,Phvul.007G248100,coding,GLYMA02G34470.1,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr5:1099271-1101810 FORWARD LENGTH=600,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G248100
tr_24438,Module_44,0.746428571,Phvul.002G087900,coding,GLYMA04G34420.1,| Symbols:  | DNAJ heat shock family protein | chr3:17688232-17689402 REVERSE LENGTH=350,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G087900
tr_57,Module_44,0.735714286,Phvul.002G038000,coding,GLYMA12G04010.1,| Symbols:  | diphthamide synthesis DPH2 family protein | chr5:24919046-24920407 FORWARD LENGTH=453,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G038000
tr_24300,Module_44,0.732142857,Phvul.002G246700,coding,GLYMA08G13100.1,"| Symbols: TOC159, TOC86, PPI2, TOC160, ATTOC159 | translocon at the outer envelope membrane of chloroplasts 159 | chr4:1104766-1109360 FORWARD LENGTH=1503",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G246700
tr_26385,Module_44,0.725,Phvul.011G048500,coding,GLYMA11G12950.1,| Symbols: PDV2 | plastid division2 | chr2:6984072-6985356 REVERSE LENGTH=307,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G048500
tr_2012,Module_44,0.717857143,Phvul.001G007700,coding,GLYMA06G17930.1,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G007700
tr_22342,Module_44,0.710714286,Phvul.002G305200,coding,GLYMA08G03440.1,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:13284179-13285146 FORWARD LENGTH=232,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G305200
tr_14442,Module_44,0.708136846,Phvul.008G141800,coding,GLYMA14G04840.1,| Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:17453671-17454437 REVERSE LENGTH=122,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G141800
tr_20046,Module_44,0.703571429,Phvul.002G323900,coding,GLYMA05G34420.1,| Symbols:  | semialdehyde dehydrogenase family protein | chr1:5102684-5104633 REVERSE LENGTH=375,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G323900
tr_22050,Module_44,0.703571429,Phvul.002G232800,coding,GLYMA13G29390.1,"| Symbols: SRG1, ATSRG1 | senescence-related gene 1 | chr1:5820258-5821741 FORWARD LENGTH=358",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G232800
tr_27158,Module_45,0.839285714,Phvul.004G094800,coding,GLYMA02G09000.1,| Symbols:  | Protein of unknown function (DUF793) | chr1:27982737-27983930 FORWARD LENGTH=397,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G094800
tr_20001,Module_45,0.796428571,Phvul.007G279000,coding,GLYMA02G00440.1,"| Symbols: APG1, VTE3, IEP37, E37 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr3:23415816-23417002 REVERSE LENGTH=338",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G279000
tr_4582,Module_45,0.782142857,Phvul.003G134300,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G134300
tr_4185,Module_45,0.757142857,Phvul.008G184600,coding,GLYMA02G38200.1,| Symbols:  | Octicosapeptide/Phox/Bem1p family protein | chr5:25762540-25764081 REVERSE LENGTH=513,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G184600
tr_1937,Module_45,0.751729607,Phvul.004G127400,coding,GLYMA16G32950.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G127400
tr_27102,Module_45,0.750670541,Phvul.005G136800,coding,GLYMA12G29310.1,| Symbols: MLO6 | Seven transmembrane MLO family protein | chr1:22708875-22711488 REVERSE LENGTH=521,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G136800
tr_7655,Module_45,0.728571429,Phvul.003G294700,noncoding,GLYMA08G16350.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G294700
tr_8284,Module_45,0.721428571,Phvul.001G085200,coding,GLYMA16G05350.1,| Symbols: CCL | CCR-like | chr3:9827868-9828461 FORWARD LENGTH=141,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G085200
tr_18482,Module_45,0.717857143,Phvul.007G110800,coding,GLYMA20G35390.1,| Symbols:  | Protein of unknown function (DUF506)  | chr3:8152592-8153881 FORWARD LENGTH=370,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G110800
tr_1670,Module_45,0.707142857,Phvul.011G038000,coding,GLYMA12G04000.1,| Symbols:  | SAUR-like auxin-responsive protein family  | chr4:16577566-16578018 FORWARD LENGTH=150,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G038000
tr_18769,Module_45,0.70420046,Phvul.001G267800,coding,GLYMA18G00420.1,| Symbols:  | Sec23/Sec24 protein transport family protein | chr5:17539025-17541733 REVERSE LENGTH=794,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G267800
tr_5670,Module_45,0.703571429,Phvul.002G313700,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G313700
tr_26042,Module_46,0.907142857,Phvul.002G292000,coding,GLYMA05G37550.3,"| Symbols: BLH2, SAW1 | BEL1-like homeodomain 2 | chr4:17369423-17373723 FORWARD LENGTH=739",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G292000
tr_5844,Module_46,0.888894599,Phvul.011G073500,coding,GLYMA11G15900.1,"| Symbols: IVD, ATIVD, IVDH | isovaleryl-CoA-dehydrogenase | chr3:16621659-16624848 REVERSE LENGTH=409",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G073500
tr_12286,Module_46,0.885310346,Phvul.003G254600,coding,GLYMA16G25240.1,| Symbols:  | ARM repeat superfamily protein | chr4:17245400-17247926 REVERSE LENGTH=718,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G254600
tr_26277,Module_46,0.860714286,Phvul.001G053700,coding,GLYMA17G31070.1,| Symbols:  | FAD/NAD(P)-binding oxidoreductase family protein | chr5:3617342-3618861 REVERSE LENGTH=408,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G053700
tr_26173,Module_46,0.839285714,Phvul.011G071700,coding,GLYMA12G07730.1,| Symbols:  | Cysteine proteinases superfamily protein | chr5:24235319-24235999 FORWARD LENGTH=226,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G071700
tr_19640,Module_46,0.835714286,Phvul.009G133600,coding,GLYMA04G42120.1,| Symbols: ARPN | plantacyanin | chr2:826630-827720 REVERSE LENGTH=129,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G133600
tr_152,Module_46,0.814285714,Phvul.004G056300,coding,GLYMA19G22530.2,| Symbols:  | Cytochrome C1 family | chr5:16340200-16342327 FORWARD LENGTH=307,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G056300
tr_19888,Module_46,0.807142857,Phvul.006G102900,coding,GLYMA19G43520.4,| Symbols:  | TPX2 (targeting protein for Xklp2) protein family | chr1:20340907-20342900 REVERSE LENGTH=338,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G102900
tr_25737,Module_46,0.789285714,Phvul.005G102500,coding,GLYMA19G06160.1,| Symbols:  | O-acyltransferase (WSD1-like) family protein | chr3:18235445-18237646 REVERSE LENGTH=507,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G102500
tr_9322,Module_46,0.785714286,Phvul.006G070600,coding,GLYMA18G06730.1,| Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr2:12843583-12845597 REVERSE LENGTH=386,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G070600
tr_5603,Module_46,0.778571429,Phvul.011G130400,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G130400
tr_16549,Module_46,0.775,Phvul.007G214200,coding,GLYMA10G01610.1,"| Symbols: CP12-2, CP12 | CP12 domain-containing protein 2 | chr3:23091006-23091401 FORWARD LENGTH=131",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G214200
tr_648,Module_46,0.770614269,Phvul.001G170200,coding,GLYMA03G32990.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G18692.1); Has 42 Blast hits to 42 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:19883986-19885568 FORWARD LENGTH=194,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170200
tr_23191,Module_46,0.767857143,Phvul.002G301600,coding,GLYMA08G02980.1,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:12497287-12499661 FORWARD LENGTH=332,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G301600
tr_15783,Module_46,0.760714286,Phvul.005G016800,coding,GLYMA15G41870.2,| Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr5:25852535-25853880 REVERSE LENGTH=281,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G016800
tr_25943,Module_46,0.760714286,Phvul.002G041400,coding,GLYMA11G01100.1,| Symbols:  | PLATZ transcription factor family protein | chr1:11827588-11829444 FORWARD LENGTH=213,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G041400
tr_26842,Module_46,0.757142857,Phvul.003G091800,coding,GLYMA07G38740.1,"| Symbols: ATAILP1, AILP1 | Aluminium induced protein with YGL and LRDR motifs | chr5:6423398-6425785 FORWARD LENGTH=234",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G091800
tr_14426,Module_46,0.753571429,Phvul.011G127500,coding,GLYMA12G15560.1,| Symbols:  | DNAJ heat shock N-terminal domain-containing protein | chr2:17793404-17795419 FORWARD LENGTH=344,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G127500
tr_16703,Module_46,0.75,Phvul.005G110800,coding,GLYMA07G34840.1,| Symbols: CRK8 | cysteine-rich RLK (RECEPTOR-like protein kinase) 8 | chr4:12129485-12134086 FORWARD LENGTH=1262,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110800
tr_8604,Module_46,0.746428571,Phvul.002G128700,coding,GLYMA09G34680.1,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:10469830-10471275 FORWARD LENGTH=303,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G128700
tr_18957,Module_46,0.742857143,Phvul.002G019300,coding,GLYMA11G06030.1,| Symbols:  | Calcium-binding EF-hand family protein | chr2:6831024-6831587 FORWARD LENGTH=187,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G019300
tr_20811,Module_46,0.742857143,Phvul.009G174000,coding,GLYMA06G18720.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G174000
tr_1249,Module_46,0.739285714,Phvul.002G068200,coding,GLYMA02G02730.1,"| Symbols: ATTRX2, ATH2, ATTRXH2, TRXH2, TRX2 | thioredoxin 2 | chr5:15990885-15991881 REVERSE LENGTH=133",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G068200
tr_8852,Module_46,0.739285714,Phvul.002G151500,coding,GLYMA01G42220.1,| Symbols:  | MATE efflux family protein | chr4:11975153-11976628 REVERSE LENGTH=491,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G151500
tr_1938,Module_46,0.735714286,Phvul.004G083900,coding,GLYMA16G27220.2,"| Symbols: EMB2196, HPA1, HISN6A, ATHPA1 | histidinol phosphate aminotransferase 1 | chr5:3248027-3249858 REVERSE LENGTH=417",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G083900
tr_5345,Module_46,0.729222811,Phvul.004G138500,coding,GLYMA16G33800.1,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500
tr_1613,Module_46,0.728571429,Phvul.005G148200,coding,GLYMA11G14110.2,"| Symbols: BB, BB2 | RING/U-box superfamily protein | chr3:23456407-23457787 REVERSE LENGTH=248",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G148200
tr_2044,Module_46,0.728571429,Phvul.005G129500,coding,GLYMA01G08600.1,| Symbols:  | Serine carboxypeptidase S28 family protein | chr5:7639511-7642945 REVERSE LENGTH=502,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G129500
tr_6185,Module_46,0.728571429,Phvul.003G169600,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G169600
tr_22445,Module_46,0.728571429,Phvul.009G178100,coding,GLYMA06G19310.1,"| Symbols: ISU1, ATISU1 | SufE/NifU family protein | chr4:11759444-11760881 REVERSE LENGTH=167",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G178100
tr_5708,Module_46,0.725,Phvul.006G209600,,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G209600
tr_13329,Module_46,0.725,Phvul.007G279300,coding,GLYMA10G00460.1,| Symbols:  | Protein of unknown function (DUF506)  | chr3:8152592-8153881 FORWARD LENGTH=370,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G279300
tr_34,Module_46,0.721428571,Phvul.006G025200,coding,GLYMA08G41780.1,| Symbols:  | Mitochondrial transcription termination factor family protein | chr5:2520188-2521405 FORWARD LENGTH=405,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G025200
tr_9407,Module_46,0.721428571,Phvul.003G287900,coding,GLYMA08G37670.1,"| Symbols: CLA1, DEF, CLA, DXS, DXPS2 | Deoxyxylulose-5-phosphate synthase | chr4:8884218-8887254 FORWARD LENGTH=717",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G287900
tr_15186,Module_46,0.721428571,Phvul.003G251300,coding,GLYMA02G06620.1,| Symbols: HOS3-1 | GNS1/SUR4 membrane protein family | chr4:17349511-17350380 FORWARD LENGTH=289,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G251300
tr_2047,Module_46,0.717857143,Phvul.006G038200,coding,GLYMA18G12040.1,| Symbols:  | Nucleotide/sugar transporter family protein | chr1:1970726-1973540 FORWARD LENGTH=414,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G038200
